Latitude,Longitude,StationID,demand_tpd,Production_Type,ProductionCapacity_tpd,ProductionCost_perDay,CO2_Emitted_tpd,CO2_Captured_tpd,DeliveredCost_usd_per_kg,Mode,Scenario_TotalCost_perDay,ScenarioID,StationCount,Constraint,Estimated_dispensed_cost
29.813,-95.292,101729,9.999670811763584,smr-noCCSExisting,11.487909382268624,9304.411322291238,0.0,0.0,1000.0,Pipeline,444136.50731562846,H2LA_Station_Opt_Geotab_FCEV70kg_0To8000mi_30stations_5stDist,30,any,$2.00 - $5.00/kg
27.799,-97.659,102754,9.999818754221463,smr-noCCSExisting,11.48770652102606,9304.428171705402,0.0,0.0,1000.0,Onsite,444136.50731562846,H2LA_Station_Opt_Geotab_FCEV70kg_0To8000mi_30stations_5stDist,30,any,$2.00 - $5.00/kg
30.022,-93.845,102997,9.999190245046144,smr-noCCSExisting,11.486984494240874,9303.843369272208,0.0,0.0,1000.0,Onsite,444136.50731562846,H2LA_Station_Opt_Geotab_FCEV70kg_0To8000mi_30stations_5stDist,30,any,$2.00 - $5.00/kg
30.376,-97.726,103539,9.99890410328571,smr-noCCS,11.4866557593684,8632.746141236023,93.04191165088405,0.0,1000.0,Onsite,444136.50731562846,H2LA_Station_Opt_Geotab_FCEV70kg_0To8000mi_30stations_5stDist,30,any,$2.00 - $5.00/kg
30.376,-97.726,103539,9.99890410328571,smr-noCCS,11.4866557593684,8632.746141236023,93.04191165088405,0.0,1000.0,Pipeline,444136.50731562846,H2LA_Station_Opt_Geotab_FCEV70kg_0To8000mi_30stations_5stDist,30,any,$2.00 - $5.00/kg
32.319,-102.547,104234,1.4284819583740604,smr-noCCSExisting,10.0,4037.785500734335,0.0,0.0,1000.0,Onsite,444136.50731562846,H2LA_Station_Opt_Geotab_FCEV70kg_0To8000mi_30stations_5stDist,30,any,$2.00 - $5.00/kg
30.7,-101.207,107617,9.89528986427132,smr-noCCSExisting,11.367624600621106,9207.168245052677,0.0,0.0,1000.0,Onsite,444136.50731562846,H2LA_Station_Opt_Geotab_FCEV70kg_0To8000mi_30stations_5stDist,30,any,$2.00 - $5.00/kg
30.035,-94.15,108840,9.997258059612085,smr-noCCSExisting,11.48476481654758,9302.045548871689,0.0,0.0,1000.0,Onsite,444136.50731562846,H2LA_Station_Opt_Geotab_FCEV70kg_0To8000mi_30stations_5stDist,30,any,$2.00 - $5.00/kg
30.035,-94.15,108840,9.997258059612085,smr-noCCSExisting,11.48476481654758,9302.045548871689,0.0,0.0,1000.0,Pipeline,444136.50731562846,H2LA_Station_Opt_Geotab_FCEV70kg_0To8000mi_30stations_5stDist,30,any,$2.00 - $5.00/kg
30.209,-95.526,109345,9.998295979934555,smr-noCCS,11.485957151973988,8632.221106396255,93.0362529394388,0.0,1000.0,Onsite,444136.50731562846,H2LA_Station_Opt_Geotab_FCEV70kg_0To8000mi_30stations_5stDist,30,any,$2.00 - $5.00/kg
37.587,-122.364,11279,3.2918855392461026,smr-noCCSExisting,9.999999988783664,11151.580912728778,0.0,0.0,3000.0,Onsite,444136.50731562846,H2LA_Station_Opt_Geotab_FCEV70kg_0To8000mi_30stations_5stDist,30,any,$4.00 - $7.00/kg
37.587,-122.364,11279,3.2918855392461026,smr-noCCSExisting,9.999999988783664,11151.580912728778,0.0,0.0,3000.0,Pipeline,444136.50731562846,H2LA_Station_Opt_Geotab_FCEV70kg_0To8000mi_30stations_5stDist,30,any,$4.00 - $7.00/kg
37.705,-122.407,11323,2.438309003936788,smr-noCCSExisting,10.0,9100.234012229816,0.0,0.0,3000.0,Onsite,444136.50731562846,H2LA_Station_Opt_Geotab_FCEV70kg_0To8000mi_30stations_5stDist,30,any,$4.00 - $7.00/kg
38.525,-121.463,11536,9.999732003800569,smr-noCCSExisting,11.48760684119054,27754.17088841264,0.0,0.0,3000.0,Onsite,444136.50731562846,H2LA_Station_Opt_Geotab_FCEV70kg_0To8000mi_30stations_5stDist,30,any,$4.00 - $7.00/kg
38.525,-121.463,11536,9.999732003800569,smr-noCCSExisting,11.48760684119054,27754.17088841264,0.0,0.0,3000.0,Pipeline,444136.50731562846,H2LA_Station_Opt_Geotab_FCEV70kg_0To8000mi_30stations_5stDist,30,any,$4.00 - $7.00/kg
33.945,-118.291,12678,9.994198701745114,smr-noCCSExisting,11.481250231748378,27738.81323420209,0.0,0.0,3000.0,Onsite,444136.50731562846,H2LA_Station_Opt_Geotab_FCEV70kg_0To8000mi_30stations_5stDist,30,any,$4.00 - $7.00/kg
